iter	RMSE
471	0.5052799036
472	0.502956208
473	0.5018017839
474	0.4995154847
475	0.4988112923
476	0.4976755764
477	0.4954281938
478	0.4947347865
479	0.4927933702
480	0.4902489886
481	0.4886686661
482	0.4867965677
483	0.4844860982
484	0.4824807839
485	0.4803545274
486	0.4781287786
487	0.4761807452
488	0.4742613113
489	0.4736636334
490	0.4717225183
491	0.4695904584
492	0.4675815346
493	0.4669997615
494	0.4651653327
495	0.4637835646
496	0.463210834
497	0.4618541954
498	0.4605219404
499	0.4599568715
500	0.4593988286
501	0.4584208138
502	0.4566563196
503	0.4559495436
504	0.4541673144
505	0.4534762728
506	0.4529369428
507	0.4503504745
508	0.4499219559
509	0.4482031876
510	0.4469771516
511	0.444452837
512	0.443906836
513	0.4414207522
514	0.4403211558
515	0.439250542
516	0.437596803
517	0.4364259748
518	0.4339941502
519	0.4334882279
520	0.4324452692
521	0.4308382036
522	0.4303481519
523	0.4286539893
524	0.4275336236
525	0.4270369542
526	0.4246851164
527	0.4236122516
528	0.4226103953
529	0.4209052229
530	0.4190749505
531	0.418391513
532	0.4173206382
533	0.4168449373
534	0.414571502
535	0.4135873047
536	0.4118006225
537	0.4114147806
538	0.4096546218
539	0.4091953816
540	0.408736626
541	0.4065182541
542	0.4055552709
543	0.4038297285
544	0.4021315412
545	0.401753694
546	0.4000789186
547	0.3990538644
548	0.3969039108
549	0.3963111171
550	0.3946991499
551	0.3925824229
552	0.3916496287
553	0.3897925749
554	0.3874902743
555	0.3857035493
556	0.384088559
557	0.3818684604
558	0.3801521473
559	0.3785747335
560	0.3769092952
561	0.3747853562
562	0.3732444903
563	0.3716448344
564	0.3709055467
565	0.3693879994
566	0.3686629796
567	0.3671659683
568	0.3655802955
569	0.3641070628
570	0.363406419
571	0.3619530947
572	0.3612658441
573	0.3602264199
574	0.3589090694
575	0.3576113643
576	0.3561871948
577	0.3551368193
578	0.3534884383
579	0.3522299171
580	0.3508132731
581	0.3498107505
582	0.3482690306
583	0.3467520056
584	0.3451717114
585	0.3438203088
586	0.3428047745
587	0.3413269775
588	0.3396785018
589	0.3380588501
590	0.3371089592
591	0.3357533195
592	0.33441758
593	0.3329050427
594	0.3318733658
595	0.3305252088
596	0.3296063627
597	0.3283040864
598	0.3270208897
599	0.3257564843
600	0.3248195175
601	0.3236862122
602	0.3224320208
603	0.3218585673
604	0.3206302201
605	0.3192031787
606	0.3182339236
607	0.317142668
608	0.3158207183
609	0.3147420131
610	0.3135260764
611	0.3123369878
612	0.3110871398
613	0.3102382205
614	0.3091842842
615	0.3080013107
616	0.3068542345
617	0.30637009
618	0.3055066154
619	0.3044837848
620	0.3033853314
621	0.3022690967
622	0.3011264035
623	0.3005977821
624	0.2995056669
625	0.2984367629
626	0.2974640328
627	0.296344731
628	0.2952943874
629	0.2941322385
630	0.2931312435
631	0.2920296549
632	0.2912706585
633	0.2902496337
634	0.289113061
635	0.2883766247
636	0.2876577801
637	0.2865710252
638	0.285865546
639	0.2850037303
640	0.2839359322
641	0.2832432504
642	0.2822711766
643	0.2808647333
644	0.2800382998
645	0.2789987241
646	0.278065147
647	0.2768107644
648	0.27554044
649	0.2748719316
650	0.2736234493
651	0.273206658
652	0.2721115175
653	0.2714653654
654	0.2702482695
655	0.2698409082
656	0.2685375253
657	0.2679105342
658	0.2668346396
659	0.2655359553
660	0.2651378779
661	0.2640990441
662	0.2637080511
663	0.2626897957
664	0.2623056911
665	0.2610657899
666	0.2604710591
667	0.2600948495
668	0.2588729563
669	0.2578496643
670	0.2573214056
671	0.2567898889
672	0.2562685618
673	0.2551482884
674	0.2546462019
675	0.2542860122
676	0.253325727
677	0.2528278609
678	0.2524799444
679	0.2515415911
680	0.2505201946
681	0.2501820724
682	0.2492766837
683	0.2489466473
684	0.2482785073
685	0.2472983269
686	0.2466506469
687	0.2456999567
688	0.2453779147
689	0.2444228702
690	0.243798159
691	0.2429538837
692	0.2426408063
693	0.2420477388
694	0.2411248354
695	0.2405103676
696	0.2399100867
697	0.2394748092
698	0.2385671009
699	0.2383423485
700	0.2379983125
701	0.2375406014
702	0.2373209397
703	0.2368705739
704	0.2359665042
705	0.2356771577
706	0.2351201835
707	0.2343209841
708	0.2339145854
709	0.233474341
710	0.2326900979
711	0.2323865899
712	0.2318339784
713	0.2315064033
714	0.2308633466
715	0.2305540779
716	0.2299179885
717	0.2292889837
718	0.2283135372
719	0.2277914443
720	0.2274929078
721	0.2268689835
722	0.2265620193
723	0.2259411238
724	0.2256515619
725	0.2250373892
726	0.2240933521
727	0.2236079846
728	0.2231318032
729	0.2227070195
730	0.2222103398
731	0.2217241189
732	0.2214368821
733	0.2209756035
734	0.2206951377
735	0.2202868326
736	0.2193213244
737	0.218012362
738	0.2176180259
739	0.2163322804
740	0.2158917826
741	0.2146283499
742	0.2140324319
743	0.2136269497
744	0.2131620161
745	0.2123740691
746	0.2116789798
747	0.2112925866
748	0.2110216596
749	0.2102632789
750	0.2099993092
751	0.2095105692
752	0.2088200016
753	0.2085634765
754	0.2078928623
755	0.2073670717
756	0.2061422833
757	0.2050984685
758	0.2048498546
759	0.2046064664
760	0.2041443444
761	0.2035802437
762	0.2023911066
763	0.2013743427
764	0.2009901728
765	0.2007504584
766	0.2003723651
767	0.200138236
768	0.1996918723
769	0.199256686
770	0.1988839756
771	0.1980142202
772	0.1968705445
773	0.1958914936
774	0.1956584925
775	0.1945441389
776	0.1941824994
777	0.1939542303
778	0.1935339937
779	0.1930045206
780	0.1920531575
781	0.1916989513
782	0.1914437689
783	0.1910964129
784	0.1908744014
785	0.1904536105
786	0.1895830953
787	0.189242446
788	0.1890242591
789	0.1885109622
790	0.1880945352
791	0.1876882755
792	0.1872766424
793	0.1864236023
794	0.1860937089
795	0.1857684384
796	0.1855553856
797	0.1850552491
798	0.1843154702
799	0.1835858829
800	0.1833226912
801	0.1826047012
802	0.1822894787
803	0.1815821028
804	0.1813433908
805	0.181035828
806	0.1803405778
807	0.1800380011
808	0.1793530242
809	0.178677564
810	0.1783804884
811	0.1780170486
812	0.1776848702
813	0.1773901255
814	0.1767281056
815	0.1763763477
816	0.176085358
817	0.1757619877
818	0.1751125411
819	0.1750179139
820	0.1747309363
821	0.1744140781
822	0.1737755898
823	0.1731460174
824	0.1728633735
825	0.1725291254
826	0.1724387007
827	0.1721296207
828	0.1715128524
829	0.1711786931
830	0.170855973
831	0.1705584765
832	0.1699527858
833	0.1696248509
834	0.1690275388
835	0.1687168248
836	0.1684276475
837	0.1681033172
838	0.1675162322
839	0.1669800128
840	0.166662963
841	0.1660881008
842	0.1655410692
843	0.165188023
844	0.1649165532
845	0.1644821411
846	0.1642132736
847	0.1637855045
848	0.163373277
849	0.1631070585
850	0.1624946614
851	0.1622339842
852	0.1618141309
853	0.161244015
854	0.1607342584
855	0.1604807087
856	0.1602247933
857	0.1597234148
858	0.15964323
859	0.1595641999
860	0.1590692326
861	0.1589909679
862	0.1589138253
863	0.1586676094
864	0.1583320662
865	0.1580888187
866	0.1576857505
867	0.1572899947
868	0.157040645
869	0.1566508893
870	0.1564039651
871	0.1558243379
872	0.155395688
873	0.1551875713
874	0.1547353233
875	0.154495304
876	0.1539293028
877	0.1533923397
878	0.1531573475
879	0.1526047157
880	0.1524062764
881	0.1518656342
882	0.1513395855
883	0.1511124826
884	0.1506439909
885	0.1500045741
886	0.1494921072
887	0.1494205186
888	0.1489176168
889	0.1488468335
890	0.1485215132
891	0.1482974455
892	0.1480845701
893	0.1477085256
894	0.147390086
895	0.1471691722
896	0.1468017112
897	0.1466072455
898	0.1459547672
899	0.1457641094
900	0.14518479
901	0.1446197371
902	0.1441285058
903	0.1438102725
904	0.1433270226
905	0.14311322
906	0.1427558715
907	0.1426895342
908	0.1423778232
909	0.1421655884
910	0.1418169326
911	0.1414405026
912	0.1411963583
913	0.140759939
914	0.1405504053
915	0.1402070681
916	0.1398699149
917	0.139661426
918	0.1393293339
919	0.138961561
920	0.1387555299
921	0.1384030108
922	0.1380780746
923	0.1377589773
924	0.1376094839
925	0.1374620295
926	0.1373165866
927	0.1367992185
928	0.136561817
929	0.1359798001
930	0.1357470033
931	0.1351766133
932	0.1350193172
933	0.1344409786
934	0.1338852736
935	0.1331485197
936	0.132925783
937	0.1327750306
938	0.1324613585
939	0.1317447695
940	0.1315135469
941	0.1311779448
942	0.1304778988
943	0.1301456823
944	0.1295361429
945	0.1293674023
946	0.1290450868
947	0.1282802317
948	0.1281354025
949	0.1279931485
950	0.1278534232
951	0.127106518
952	0.1269031565
953	0.1267036229
954	0.1263123023
955	0.1259986088
956	0.1253058861
957	0.1250417421
958	0.1248527293
959	0.1247162622
960	0.1245593058
961	0.1243722274
962	0.1240697186
963	0.1236713484
964	0.1235155067
965	0.1228428075
966	0.1226748691
967	0.1224583552
968	0.1222929785
969	0.1221299327
970	0.1219775096
971	0.1213181859
972	0.1210241277
973	0.1207886727
974	0.1205620397
975	0.1203302641
976	0.1201764345
977	0.1199880546
978	0.1197601111
979	0.1196329073
980	0.1194892193
981	0.1194322145
982	0.1193760527
983	0.1189965951
984	0.1189375479
985	0.1188826139
986	0.1185043849
987	0.1182882996
988	0.1180768282
989	0.1177242158
990	0.117440193
991	0.1172204823
992	0.1170045513
993	0.1167923357
994	0.1167375989
995	0.1164468935
996	0.1162282988
997	0.1159157865
998	0.115709232
999	0.1153593865
