Station,Parametr,Month,RR,P,b
bor,t_anomaly,1,0.14,0.00943,0.0293
bor,t_anomaly,2,0.37,1e-5,0.0958
bor,t_anomaly,3,0.88,0,0.118
bor,t_anomaly,4,0.54,0,0.0816
bor,t_anomaly,5,0.67,0,0.0563
bor,t_anomaly,6,0.41,0,0.0643
bor,t_anomaly,7,0.01,0.46249,0.00323
bor,t_anomaly,8,0.1,0.03374,0.00953
bor,t_anomaly,9,0.09,0.03965,0.0128
bor,t_anomaly,10,0.64,0,0.0593
bor,t_anomaly,11,0.07,0.06814,-0.0234
bor,t_anomaly,12,0.04,0.17802,0.0184
