"Year";"Month";"Day";"Tavg";"Pr";"Sn";"Date";"Sn_quality"
1961;1;1;-31,8;0,4;77;"1961-01-01";0
1961;1;2;-25,6;0,7;77;"1961-01-02";0
1961;1;3;-30,9;0,8;76;"1961-01-03";0
1961;1;4;-20,7;0,7;76;"1961-01-04";0
1961;1;5;-34,9;0;72;"1961-01-05";0
1961;1;6;-45,5;0;72;"1961-01-06";0
1961;1;7;-49,3;0;72;"1961-01-07";0
1961;1;8;-44;0;72;"1961-01-08";0
1961;1;9;-30;1,4;74;"1961-01-09";0
1961;1;10;-21,4;1,7;78;"1961-01-10";0
1961;1;11;-18,2;0,9;79;"1961-01-11";0
1961;1;12;-25,4;0,2;79;"1961-01-12";0
1961;1;13;-38,9;0;79;"1961-01-13";0
1961;1;14;-27,5;2,4;80;"1961-01-14";0
1961;1;15;-14,1;2;80;"1961-01-15";0
1961;1;16;-12,5;1,4;81;"1961-01-16";0
1961;1;17;-16,1;1,7;85;"1961-01-17";0
1961;1;18;-36,2;0;84;"1961-01-18";0
1961;1;19;-36,4;0;84;"1961-01-19";0
1961;1;20;-25;0,7;83;"1961-01-20";0
1961;1;21;-14,9;1,9;88;"1961-01-21";0
1961;1;22;-15,3;0,4;89;"1961-01-22";0
1961;1;23;-31,2;0;87;"1961-01-23";0
1961;1;24;-34,2;0;87;"1961-01-24";0
1961;1;25;-24,3;3,1;86;"1961-01-25";0
1961;1;26;-27,3;1;88;"1961-01-26";0
1961;1;27;-28,8;0,2;88;"1961-01-27";0
1961;1;28;-17,6;0,2;86;"1961-01-28";0
1961;1;29;-9,9;0;86;"1961-01-29";0
1961;1;30;-10,3;0,1;86;"1961-01-30";0
1961;1;31;-22,3;0;86;"1961-01-31";0
1961;2;1;-28,8;0;85;"1961-02-01";0
1961;2;2;-14,3;0,7;88;"1961-02-02";0
1961;2;3;-11,2;1;92;"1961-02-03";0
1961;2;4;-13,2;1,5;95;"1961-02-04";0
1961;2;5;-10,9;0,5;95;"1961-02-05";0
1961;2;6;-21,6;0,6;97;"1961-02-06";0
1961;2;7;-36,2;0;97;"1961-02-07";0
1961;2;8;-21,7;2,6;95;"1961-02-08";0
1961;2;9;-29,9;0;95;"1961-02-09";0
1961;2;10;-24,6;1,6;96;"1961-02-10";0
1961;2;11;-20,1;0,6;96;"1961-02-11";0
1961;2;12;-27,4;0;97;"1961-02-12";0
1961;2;13;-17,5;0,5;97;"1961-02-13";0
1961;2;14;-17,2;1;95;"1961-02-14";0
1961;2;15;-14,7;1,2;97;"1961-02-15";0
1961;2;16;-18,9;1;96;"1961-02-16";0
1961;2;17;-25,9;0,3;97;"1961-02-17";0
1961;2;18;-27,3;0,3;97;"1961-02-18";0
1961;2;19;-17,3;2;98;"1961-02-19";0
1961;2;20;-14,6;1,9;99;"1961-02-20";0
1961;2;21;-11,5;0,7;99;"1961-02-21";0
1961;2;22;-9,9;0,7;99;"1961-02-22";0
1961;2;23;-12,3;0,4;99;"1961-02-23";0
1961;2;24;-22,6;0;99;"1961-02-24";0
1961;2;25;-22,6;0,3;98;"1961-02-25";0
1961;2;26;-26,4;0,3;98;"1961-02-26";0
1961;2;27;-34;0;98;"1961-02-27";0
1961;2;28;-21,2;0;98;"1961-02-28";0
1961;3;1;-16,2;0;97;"1961-03-01";0
1961;3;2;-17;0,6;98;"1961-03-02";0
1961;3;3;-25,8;0;98;"1961-03-03";0
1961;3;4;-15;1,4;98;"1961-03-04";0
1961;3;5;-11,1;1,4;100;"1961-03-05";0
1961;3;6;-8,1;1,5;103;"1961-03-06";0
1961;3;7;-7,1;0;103;"1961-03-07";0
1961;3;8;-9,7;0;103;"1961-03-08";0
1961;3;9;-12,1;0;100;"1961-03-09";0
1961;3;10;-12,1;0;100;"1961-03-10";0
1961;3;11;-13,1;0;100;"1961-03-11";0
1961;3;12;-11,9;0;98;"1961-03-12";0
1961;3;13;-8;0;98;"1961-03-13";0
1961;3;14;-5,6;0;98;"1961-03-14";0
1961;3;15;-3,8;0,2;97;"1961-03-15";0
1961;3;16;-4,5;0;96;"1961-03-16";0
1961;3;17;-7,3;0;95;"1961-03-17";0
1961;3;18;-2,6;0;94;"1961-03-18";0
1961;3;19;-4,8;0;94;"1961-03-19";0
1961;3;20;-5,4;0;93;"1961-03-20";0
1961;3;21;-5,3;0;92;"1961-03-21";0
1961;3;22;-6;0;92;"1961-03-22";0
1961;3;23;-2,4;1,7;94;"1961-03-23";0
1961;3;24;0;1,2;96;"1961-03-24";0
1961;3;25;1,8;0;92;"1961-03-25";0
1961;3;26;1,2;0;89;"1961-03-26";0
1961;3;27;1,9;0;87;"1961-03-27";0
1961;3;28;0,6;0,4;85;"1961-03-28";0
1961;3;29;0;0;84;"1961-03-29";0
1961;3;30;3,2;0;82;"1961-03-30";0
1961;3;31;3;0;81;"1961-03-31";0
1961;4;1;1,2;0;79;"1961-04-01";0
1961;4;2;-3,1;0;78;"1961-04-02";0
1961;4;3;1,1;0;77;"1961-04-03";0
1961;4;4;2,5;0;77;"1961-04-04";0
1961;4;5;1;1;74;"1961-04-05";0
1961;4;6;0;0,1;72;"1961-04-06";0
1961;4;7;2,5;0;72;"1961-04-07";0
1961;4;8;-2,6;0,5;70;"1961-04-08";0
1961;4;9;-4,5;0,1;68;"1961-04-09";0
1961;4;10;-6,3;0;67;"1961-04-10";0
1961;4;11;-5,6;0;67;"1961-04-11";0
1961;4;12;1,6;0;66;"1961-04-12";0
1961;4;13;1,7;2,3;66;"1961-04-13";0
1961;4;14;0,4;0;66;"1961-04-14";0
1961;4;15;-1,6;0;65;"1961-04-15";0
1961;4;16;0;6,9;73;"1961-04-16";0
1961;4;17;0,6;0,9;70;"1961-04-17";0
1961;4;18;-7,2;0,3;71;"1961-04-18";0
1961;4;19;-7,1;2,6;71;"1961-04-19";0
1961;4;20;-1,1;1,6;76;"1961-04-20";0
1961;4;21;-0,5;0;70;"1961-04-21";0
1961;4;22;3,7;0;67;"1961-04-22";0
1961;4;23;-1,1;0;65;"1961-04-23";0
1961;4;24;-4,7;0;63;"1961-04-24";0
1961;4;25;-2,7;0;63;"1961-04-25";0
1961;4;26;0,6;0;61;"1961-04-26";0
1961;4;27;-0,3;1,8;61;"1961-04-27";0
1961;4;28;-1,7;0;61;"1961-04-28";0
1961;4;29;-3,7;4,2;64;"1961-04-29";0
1961;4;30;1,2;0;62;"1961-04-30";0
1961;5;1;4,4;0;61;"1961-05-01";0
1961;5;2;3,9;2,9;52;"1961-05-02";0
1961;5;3;0,6;1,2;52;"1961-05-03";0
1961;5;4;-0,2;0;52;"1961-05-04";0
1961;5;5;0,4;0,1;49;"1961-05-05";0
1961;5;6;2,2;3,5;46;"1961-05-06";0
1961;5;7;-2,7;0,8;46;"1961-05-07";0
1961;5;8;-5,3;0;46;"1961-05-08";0
1961;5;9;-4,5;0;44;"1961-05-09";0
1961;5;10;-4,8;0;44;"1961-05-10";0
1961;5;11;-1,8;0;42;"1961-05-11";0
1961;5;12;1,2;0;42;"1961-05-12";0
1961;5;13;2,6;0;39;"1961-05-13";0
1961;5;14;3,7;0;34;"1961-05-14";0
1961;5;15;5,4;0;28;"1961-05-15";0
1961;5;16;7;0;17;"1961-05-16";0
1961;5;17;8,6;0;12;"1961-05-17";0
1961;5;18;8;0;10;"1961-05-18";1
1961;5;19;8,4;9,5;4;"1961-05-19";1
1961;10;4;-1,8;1,6;3;"1961-10-04";0
1961;10;5;-1,9;2,6;4;"1961-10-05";0
1961;10;6;-5;0,3;6;"1961-10-06";0
1961;10;7;-9,6;0;6;"1961-10-07";0
1961;10;8;-9;0,1;6;"1961-10-08";0
1961;10;9;-6,1;0;6;"1961-10-09";0
1961;10;10;-1,9;0,5;7;"1961-10-10";0
1961;10;11;-5,1;0,9;7;"1961-10-11";0
1961;10;12;-7,6;0,7;10;"1961-10-12";0
1961;10;13;-8,4;0,5;12;"1961-10-13";0
1961;10;14;-11;0,5;12;"1961-10-14";0
1961;10;15;-13,1;0;12;"1961-10-15";0
1961;10;16;-14,7;0;12;"1961-10-16";0
1961;10;17;-17,2;0;12;"1961-10-17";0
1961;10;18;-15,4;0;12;"1961-10-18";0
1961;10;19;-11,9;0;12;"1961-10-19";0
1961;10;20;-6,9;0;12;"1961-10-20";0
1961;10;21;-5,4;0;12;"1961-10-21";0
1961;10;22;-6,5;0;12;"1961-10-22";0
1961;10;23;-1,8;0,2;12;"1961-10-23";0
1961;10;24;-3;0,8;13;"1961-10-24";0
1961;10;25;-4,5;4,3;15;"1961-10-25";0
1961;10;26;-8,4;0,3;21;"1961-10-26";0
1961;10;27;-13,7;0,1;21;"1961-10-27";0
1961;10;28;-14,2;0,2;21;"1961-10-28";0
1961;10;29;-16,9;0;19;"1961-10-29";0
1961;10;30;-8,2;0;17;"1961-10-30";0
1961;10;31;-5,3;0,5;16;"1961-10-31";0
1961;11;1;-3,6;0,5;18;"1961-11-01";0
1961;11;2;-1,2;3,4;22;"1961-11-02";0
1961;11;3;-4,3;4,3;24;"1961-11-03";0
1961;11;4;-10,1;1,4;26;"1961-11-04";0
1961;11;5;-26,3;0;26;"1961-11-05";0
1961;11;6;-30,2;0;26;"1961-11-06";0
1961;11;7;-27,4;0;26;"1961-11-07";0
1961;11;8;-19,8;0;26;"1961-11-08";0
1961;11;9;-15,2;1,2;27;"1961-11-09";0
1961;11;10;-14,5;1,8;30;"1961-11-10";0
1961;11;11;-17,4;0,9;30;"1961-11-11";0
1961;11;12;-24,4;0,3;30;"1961-11-12";0
1961;11;13;-26,5;0;30;"1961-11-13";0
1961;11;14;-27,1;0;30;"1961-11-14";0
1961;11;15;-27,4;0;29;"1961-11-15";0
1961;11;16;-26,6;0;29;"1961-11-16";0
1961;11;17;-22,1;0;29;"1961-11-17";0
1961;11;18;-21,6;0;29;"1961-11-18";0
1961;11;19;-23,9;0;29;"1961-11-19";0
1961;11;20;-13,2;1;32;"1961-11-20";0
1961;11;21;-6,6;0,1;32;"1961-11-21";0
1961;11;22;-5,2;2,1;32;"1961-11-22";0
1961;11;23;-10,1;0,1;33;"1961-11-23";0
1961;11;24;-7,5;8,1;34;"1961-11-24";0
1961;11;25;-5,1;3,5;42;"1961-11-25";0
1961;11;26;-23,3;3;46;"1961-11-26";0
1961;11;27;-30,8;0,1;45;"1961-11-27";0
1961;11;28;-21,4;0,2;45;"1961-11-28";0
1961;11;29;-25,8;0;44;"1961-11-29";0
1961;11;30;-23,6;0;42;"1961-11-30";0
1961;12;1;-17,9;0,4;43;"1961-12-01";0
1961;12;2;-20,8;0,4;43;"1961-12-02";0
1961;12;3;-17,6;0,1;41;"1961-12-03";0
1961;12;4;-12,6;1;43;"1961-12-04";0
1961;12;5;-7,7;2,8;43;"1961-12-05";0
1961;12;6;-17,4;0,6;44;"1961-12-06";0
1961;12;7;-14,4;2,5;44;"1961-12-07";0
1961;12;8;-29,2;0,4;53;"1961-12-08";0
1961;12;9;-35,4;0;53;"1961-12-09";0
1961;12;10;-40,5;0;53;"1961-12-10";0
1961;12;11;-46,4;0;50;"1961-12-11";0
1961;12;12;-34,6;1,1;48;"1961-12-12";0
1961;12;13;-24,1;1,5;52;"1961-12-13";0
1961;12;14;-20,8;0,7;52;"1961-12-14";0
1961;12;15;-22,1;1,8;52;"1961-12-15";0
1961;12;16;-37,3;0;52;"1961-12-16";0
1961;12;17;-30,6;0,7;52;"1961-12-17";0
1961;12;18;-20,1;2,5;53;"1961-12-18";0
1961;12;19;-26,6;0,8;53;"1961-12-19";0
1961;12;20;-31,8;0,1;53;"1961-12-20";0
1961;12;21;-24,4;0,6;54;"1961-12-21";0
1961;12;22;-19,5;0,9;54;"1961-12-22";0
1961;12;23;-21;0;56;"1961-12-23";0
1961;12;24;-25,6;0;56;"1961-12-24";0
1961;12;25;-26,2;0;53;"1961-12-25";0
1961;12;26;-32,1;0;53;"1961-12-26";0
1961;12;27;-25,2;1,7;54;"1961-12-27";0
1961;12;28;-24,1;0,3;55;"1961-12-28";0
1961;12;29;-17,9;2,5;55;"1961-12-29";0
1961;12;30;-19,9;0,1;55;"1961-12-30";0
1961;12;31;-19,1;0,4;57;"1961-12-31";0
1962;1;1;-19,6;1,1;57;"1962-01-01";0
1962;1;2;-30,2;1;57;"1962-01-02";0
1962;1;3;-14;2,4;54;"1962-01-03";0
1962;1;4;-10,6;2,3;66;"1962-01-04";0
1962;1;5;-8,4;2;69;"1962-01-05";0
1962;1;6;-14;0,3;69;"1962-01-06";0
1962;1;7;-9,4;1,9;69;"1962-01-07";0
1962;1;8;-18,4;0,5;73;"1962-01-08";0
1962;1;9;-26;1,6;72;"1962-01-09";0
1962;1;10;-40,3;0;72;"1962-01-10";0
1962;1;11;-37,6;0;72;"1962-01-11";0
1962;1;12;-32,4;0,3;69;"1962-01-12";0
1962;1;13;-23,9;0,6;72;"1962-01-13";0
1962;1;14;-14,4;3;73;"1962-01-14";0
1962;1;15;-11,2;1,3;88;"1962-01-15";0
1962;1;16;-9;1,2;86;"1962-01-16";0
1962;1;17;-13,5;0;86;"1962-01-17";0
1962;1;18;-15,3;0,3;86;"1962-01-18";0
1962;1;19;-15,4;0,1;86;"1962-01-19";0
1962;1;20;-13,9;0,2;86;"1962-01-20";0
1962;1;21;-9,7;0,8;80;"1962-01-21";0
1962;1;22;-9;0,7;80;"1962-01-22";0
1962;1;23;-12,3;0,2;82;"1962-01-23";0
1962;1;24;-10,8;0;80;"1962-01-24";0
1962;1;25;-9,4;0,2;80;"1962-01-25";0
1962;1;26;-14;0,3;80;"1962-01-26";0
1962;1;27;-26,6;0;79;"1962-01-27";0
1962;1;28;-16,4;1,1;79;"1962-01-28";0
1962;1;29;-13;0,3;79;"1962-01-29";0
1962;1;30;-12,5;0,5;79;"1962-01-30";0
1962;1;31;-16;3;80;"1962-01-31";0
1962;2;1;-12,6;0,8;82;"1962-02-01";0
1962;2;2;-13,6;0,6;82;"1962-02-02";0
1962;2;3;-10,8;0,8;83;"1962-02-03";0
1962;2;4;-12,6;2,4;86;"1962-02-04";0
1962;2;5;-12,2;2,2;90;"1962-02-05";0
1962;2;6;-16,2;0,4;90;"1962-02-06";0
1962;2;7;-39,6;0;90;"1962-02-07";0
1962;2;8;-40,6;0,1;90;"1962-02-08";0
1962;2;9;-41,5;0;90;"1962-02-09";0
1962;2;10;-39,2;0;90;"1962-02-10";0
1962;2;11;-18,8;1,5;86;"1962-02-11";0
1962;2;12;-7,1;3,3;88;"1962-02-12";0
1962;2;13;-5,8;0;88;"1962-02-13";0
1962;2;14;-16;0;88;"1962-02-14";0
1962;2;15;-13,4;0,5;90;"1962-02-15";0
1962;2;16;-11;1,5;92;"1962-02-16";0
1962;2;17;-3,8;1,9;94;"1962-02-17";0
1962;2;18;-1,1;0;94;"1962-02-18";0
1962;2;19;-15;0;90;"1962-02-19";0
1962;2;20;-17,6;0;89;"1962-02-20";0
1962;2;21;-15,9;0;89;"1962-02-21";0
1962;2;22;-20,6;0;89;"1962-02-22";0
1962;2;23;-16,2;0,6;89;"1962-02-23";0
1962;2;24;-11,1;0,7;91;"1962-02-24";0
1962;2;25;-14,2;0,9;93;"1962-02-25";0
1962;2;26;-17,9;0,4;93;"1962-02-26";0
1962;2;27;-6,4;2,4;95;"1962-02-27";0
1962;2;28;-9;0,5;95;"1962-02-28";0
1962;3;1;-15,3;0,5;94;"1962-03-01";0
1962;3;2;-18;0;94;"1962-03-02";0
1962;3;3;-18,3;0,1;92;"1962-03-03";0
1962;3;4;-14;1,5;92;"1962-03-04";0
1962;3;5;-19,2;0,5;92;"1962-03-05";0
1962;3;6;-13,8;1,1;91;"1962-03-06";0
1962;3;7;-21,7;0;91;"1962-03-07";0
1962;3;8;-24,4;0;91;"1962-03-08";0
1962;3;9;-12;2,1;92;"1962-03-09";0
1962;3;10;-20;0,8;93;"1962-03-10";0
1962;3;11;-28,3;0;93;"1962-03-11";0
1962;3;12;-27,5;0;93;"1962-03-12";0
1962;3;13;-24,7;0;93;"1962-03-13";0
1962;3;14;-13,4;0,2;93;"1962-03-14";0
1962;3;15;-8,8;0;92;"1962-03-15";0
1962;3;16;-4,8;0,3;93;"1962-03-16";0
1962;3;17;-4,2;0;91;"1962-03-17";0
1962;3;18;-6,4;0;91;"1962-03-18";0
1962;3;19;-7,7;0;90;"1962-03-19";0
1962;3;20;-4;0,1;90;"1962-03-20";0
1962;3;21;-4,6;0;89;"1962-03-21";0
1962;3;22;-3,1;0;89;"1962-03-22";0
1962;3;23;-3,5;0;88;"1962-03-23";0
1962;3;24;-1,7;0;87;"1962-03-24";0
1962;3;25;-8,3;0;86;"1962-03-25";0
1962;3;26;-5,7;0;86;"1962-03-26";0
1962;3;27;-0,5;0,5;85;"1962-03-27";0
1962;3;28;-2;0,4;85;"1962-03-28";0
1962;3;29;-8,3;0,1;85;"1962-03-29";0
1962;3;30;-9,7;0;85;"1962-03-30";0
1962;3;31;-8,6;0;84;"1962-03-31";0
1962;4;1;-3,2;0;84;"1962-04-01";0
1962;4;2;-1;0,6;84;"1962-04-02";0
1962;4;3;-2,1;3,7;90;"1962-04-03";0
1962;4;4;-8,6;0,5;90;"1962-04-04";0
1962;4;5;-8,2;0;90;"1962-04-05";0
1962;4;6;0;0;88;"1962-04-06";0
1962;4;7;3;0;84;"1962-04-07";0
1962;4;8;0,9;0;76;"1962-04-08";0
1962;4;9;1,8;0;75;"1962-04-09";0
1962;4;10;3,9;0;71;"1962-04-10";0
1962;4;11;3,9;0;68;"1962-04-11";0
1962;4;12;2;0,6;66;"1962-04-12";0
1962;4;13;-5,2;0,1;64;"1962-04-13";0
1962;4;14;-13,1;0;64;"1962-04-14";0
1962;4;15;-10,1;0;64;"1962-04-15";0
1962;4;16;-5,9;1,7;65;"1962-04-16";0
1962;4;17;-10,8;0;65;"1962-04-17";0
1962;4;18;-10,6;0;65;"1962-04-18";0
1962;4;19;-7,7;0;65;"1962-04-19";0
1962;4;20;-0,9;0,5;63;"1962-04-20";0
1962;4;21;-4,9;2,9;62;"1962-04-21";0
1962;4;22;-2,4;0;59;"1962-04-22";0
1962;4;23;-6,8;7,9;59;"1962-04-23";0
1962;4;24;-11,6;0,2;73;"1962-04-24";0
1962;4;25;-4,6;2,3;72;"1962-04-25";0
1962;4;26;-3,3;5,7;78;"1962-04-26";0
1962;4;27;-6;0;78;"1962-04-27";0
1962;4;28;-2,4;0;75;"1962-04-28";0
1962;4;29;0,4;0;70;"1962-04-29";0
1962;4;30;0,6;0,4;65;"1962-04-30";0
1962;5;1;3,7;0;65;"1962-05-01";0
1962;5;2;5,6;0;62;"1962-05-02";0
1962;5;3;5,8;0;55;"1962-05-03";0
1962;5;4;1,2;0;50;"1962-05-04";0
1962;5;5;0,5;0;44;"1962-05-05";0
1962;5;6;6,6;0;33;"1962-05-06";0
1962;5;7;11,8;0;25;"1962-05-07";0
1962;5;8;7,9;0;22;"1962-05-08";0
1962;5;9;4;0;18;"1962-05-09";0
1962;5;10;12,5;0;13;"1962-05-10";0
1962;5;11;8,2;0,4;11;"1962-05-11";0
1962;5;12;-0,6;0;8;"1962-05-12";0
1962;5;13;3,6;0;5;"1962-05-13";0
1962;5;14;6,1;0;3;"1962-05-14";0
1962;10;2;0,6;1,1;1;"1962-10-02";0
1962;10;5;-6;0,2;1;"1962-10-05";0
1962;10;6;-6,1;0;1;"1962-10-06";0
1962;10;7;-5,6;0,1;1;"1962-10-07";0
1962;10;8;-6,2;0,8;2;"1962-10-08";0
1962;10;9;-6,8;1,5;2;"1962-10-09";0
1962;10;10;-7,7;0,1;2;"1962-10-10";0
1962;10;11;-5,4;0;2;"1962-10-11";0
1962;10;12;0,1;2,8;1;"1962-10-12";0
1962;10;13;2;0,3;1;"1962-10-13";0
1962;10;19;0,1;5,2;3;"1962-10-19";0
1962;10;20;-3,2;0;3;"1962-10-20";0
1962;10;21;-0,8;2,2;5;"1962-10-21";0
1962;10;22;1,3;1,1;2;"1962-10-22";0
1962;10;25;-8,2;0,2;8;"1962-10-25";0
1962;10;26;-11,9;1;8;"1962-10-26";0
1962;10;27;-13,9;0;8;"1962-10-27";0
1962;10;28;-19,9;0;8;"1962-10-28";0
1962;10;29;-18,4;0;8;"1962-10-29";0
1962;10;30;-13,4;0,1;9;"1962-10-30";0
1962;10;31;-5,3;4,2;15;"1962-10-31";0
1962;11;1;-0,1;0,6;15;"1962-11-01";0
1962;11;2;-1,9;3,3;16;"1962-11-02";0
1962;11;3;0,6;2,7;24;"1962-11-03";0
1962;11;4;-12,1;2;24;"1962-11-04";0
1962;11;5;-20,8;1,2;24;"1962-11-05";0
1962;11;6;-26,2;0;27;"1962-11-06";0
1962;11;7;-22,8;0,9;27;"1962-11-07";0
1962;11;8;-25,2;0,3;27;"1962-11-08";0
1962;11;9;-23;0,5;29;"1962-11-09";0
1962;11;10;-16,4;2,4;33;"1962-11-10";0
1962;11;11;-20,8;0,6;34;"1962-11-11";0
1962;11;12;-30,8;0;34;"1962-11-12";0
1962;11;13;-29;0;34;"1962-11-13";0
1962;11;14;-21,7;0,7;37;"1962-11-14";0
1962;11;15;-15,5;0,5;38;"1962-11-15";0
1962;11;16;-19,1;0,7;38;"1962-11-16";0
1962;11;17;-20,7;2;39;"1962-11-17";0
1962;11;18;-24,4;0,5;41;"1962-11-18";0
1962;11;19;-24,4;1;41;"1962-11-19";0
1962;11;20;-27,4;0;40;"1962-11-20";0
1962;11;21;-20,6;1;40;"1962-11-21";0
1962;11;22;-20,2;0,2;39;"1962-11-22";0
1962;11;23;-20,9;0;39;"1962-11-23";0
1962;11;24;-29,8;0;39;"1962-11-24";0
1962;11;25;-20,2;1,3;39;"1962-11-25";0
1962;11;26;-18,9;1,8;48;"1962-11-26";0
1962;11;27;-11,1;5,6;54;"1962-11-27";0
1962;11;28;-7,6;2,5;57;"1962-11-28";0
1962;11;29;-6,1;1,6;58;"1962-11-29";0
1962;11;30;-5,8;0,4;60;"1962-11-30";0
1962;12;1;-6;1,2;61;"1962-12-01";0
1962;12;2;-8,8;2,2;62;"1962-12-02";0
1962;12;3;-11,8;1,6;62;"1962-12-03";0
1962;12;4;-5,8;3;62;"1962-12-04";0
1962;12;5;-20,6;0,4;62;"1962-12-05";0
1962;12;6;-35,8;0;61;"1962-12-06";0
1962;12;7;-36,4;0,2;61;"1962-12-07";0
1962;12;8;-37,8;0;58;"1962-12-08";0
1962;12;9;-28,1;0,5;57;"1962-12-09";0
1962;12;10;-16,2;1,4;58;"1962-12-10";0
1962;12;11;-33,6;0,3;58;"1962-12-11";0
1962;12;12;-25,2;0,7;58;"1962-12-12";0
1962;12;13;-12,8;0,4;60;"1962-12-13";0
1962;12;14;-18,4;1,9;60;"1962-12-14";0
1962;12;15;-27,4;0,9;64;"1962-12-15";0
1962;12;16;-12,8;3,2;65;"1962-12-16";0
1962;12;17;-10,5;3;75;"1962-12-17";0
1962;12;18;-12,4;0,1;74;"1962-12-18";0
1962;12;19;-14;0,2;74;"1962-12-19";0
1962;12;20;-12,3;0,4;68;"1962-12-20";0
1962;12;21;-9,4;2,1;73;"1962-12-21";0
1962;12;22;-11,1;5,5;75;"1962-12-22";0
1962;12;23;-18,5;1,4;78;"1962-12-23";0
1962;12;24;-24,8;0,5;77;"1962-12-24";0
1962;12;25;-36,7;0;74;"1962-12-25";0
1962;12;26;-38,9;0;74;"1962-12-26";0
1962;12;27;-33,8;0,6;74;"1962-12-27";0
1962;12;28;-27,5;0,3;71;"1962-12-28";0
1962;12;29;-25,3;0,9;72;"1962-12-29";0
1962;12;30;-13,9;2,4;77;"1962-12-30";0
1962;12;31;-13;2,1;80;"1962-12-31";0
1963;1;1;-23,2;0,4;80;"1963-01-01";0
1963;1;2;-24,8;0,1;80;"1963-01-02";0
1963;1;3;-29,8;0;80;"1963-01-03";0
1963;1;4;-16,7;1;80;"1963-01-04";0
1963;1;5;-17,2;0,8;76;"1963-01-05";0
1963;1;6;-26,1;0;77;"1963-01-06";0
1963;1;7;-25,7;1,2;77;"1963-01-07";0
1963;1;8;-23,5;1,5;77;"1963-01-08";0
1963;1;9;-16;0,7;84;"1963-01-09";0
1963;1;10;-15,8;0,1;81;"1963-01-10";0
1963;1;11;-19;0,3;81;"1963-01-11";0
1963;1;12;-25,5;0;81;"1963-01-12";0
1963;1;13;-21;1,7;81;"1963-01-13";0
1963;1;14;-13,4;0,4;80;"1963-01-14";0
1963;1;15;-29,7;0,4;79;"1963-01-15";0
1963;1;16;-42,5;0,1;79;"1963-01-16";0
1963;1;17;-42,8;0;78;"1963-01-17";0
1963;1;18;-35,8;0;78;"1963-01-18";0
1963;1;19;-31,4;0;78;"1963-01-19";0
1963;1;20;-29,6;0;77;"1963-01-20";0
1963;1;21;-29,1;0;77;"1963-01-21";0
1963;1;22;-14,6;0;77;"1963-01-22";0
1963;1;23;-10,4;1,2;77;"1963-01-23";0
1963;1;24;-11,4;2,3;77;"1963-01-24";0
1963;1;25;-13,6;0,5;81;"1963-01-25";0
1963;1;26;-20;0,3;82;"1963-01-26";0
1963;1;27;-26,5;0;82;"1963-01-27";0
1963;1;28;-17,6;1,9;85;"1963-01-28";0
1963;1;29;-20,5;0,1;91;"1963-01-29";0
1963;1;30;-15,5;1,1;92;"1963-01-30";0
1963;1;31;-11,4;0,2;88;"1963-01-31";0
1963;2;1;-13,1;0,5;91;"1963-02-01";0
1963;2;2;-13;0,6;91;"1963-02-02";0
1963;2;3;-12,1;2,5;91;"1963-02-03";0
1963;2;4;-20,4;0,3;91;"1963-02-04";0
1963;2;5;-15,7;0,1;91;"1963-02-05";0
1963;2;6;-12,9;0,4;90;"1963-02-06";0
1963;2;7;-11,9;2,6;99;"1963-02-07";0
1963;2;8;-23;0,2;98;"1963-02-08";0
1963;2;9;-16,3;1,9;98;"1963-02-09";0
1963;2;10;-9,5;1,4;93;"1963-02-10";0
1963;2;11;-19,5;0,6;93;"1963-02-11";0
1963;2;12;-32;0,4;93;"1963-02-12";0
1963;2;13;-19,5;0,8;95;"1963-02-13";0
1963;2;14;-15,9;0,7;93;"1963-02-14";0
1963;2;15;-16,6;1,2;94;"1963-02-15";0
1963;2;16;-22,9;0,1;94;"1963-02-16";0
1963;2;17;-23,8;0;94;"1963-02-17";0
1963;2;18;-14,2;0,3;94;"1963-02-18";0
1963;2;19;-11;2,1;95;"1963-02-19";0
1963;2;20;-7,2;0,9;97;"1963-02-20";0
1963;2;21;-13,7;0,3;97;"1963-02-21";0
1963;2;22;-4,7;1;97;"1963-02-22";0
1963;2;23;-15,2;0;95;"1963-02-23";0
1963;2;24;-6,8;0;95;"1963-02-24";0
1963;2;25;-2,2;0;94;"1963-02-25";0
1963;2;26;-10,9;0,1;95;"1963-02-26";0
1963;2;27;-18,4;0;92;"1963-02-27";0
1963;2;28;-19,6;0;93;"1963-02-28";0
1963;3;1;-20;0;93;"1963-03-01";0
1963;3;2;-22,8;0;93;"1963-03-02";0
1963;3;3;-14;0;93;"1963-03-03";0
1963;3;4;-9,3;0;93;"1963-03-04";0
1963;3;5;-7,9;0,5;93;"1963-03-05";0
1963;3;6;-12,7;2,2;93;"1963-03-06";0
1963;3;7;-3,7;0,1;99;"1963-03-07";0
1963;3;8;-5,4;0;98;"1963-03-08";0
1963;3;9;-12,6;0;98;"1963-03-09";0
1963;3;10;-8;0;94;"1963-03-10";0
1963;3;11;-6,2;0;94;"1963-03-11";0
1963;3;12;-4,7;0,3;94;"1963-03-12";0
1963;3;13;-5,2;0,3;94;"1963-03-13";0
1963;3;14;-13,1;0,4;92;"1963-03-14";0
1963;3;15;-8,3;1,2;92;"1963-03-15";0
1963;3;16;-12,85;0,8;92;"1963-03-16";0
1963;3;17;-17,4;0,4;91;"1963-03-17";0
1963;3;18;-29,5;0;91;"1963-03-18";0
