"Year";"Month";"Day";"Tavg";"Pr";"Sn";"Date";"Sn_quality"
1969;1;12;-36;0,4;28;"1969-01-12";0
1969;1;13;-28,1;1,3;28;"1969-01-13";0
1969;1;14;-27;1,3;29;"1969-01-14";0
1969;1;15;-37,2;0,2;29;"1969-01-15";0
1969;1;16;-34,2;0;29;"1969-01-16";0
1969;1;17;-40,7;0;29;"1969-01-17";0
1969;1;18;-44,3;0;29;"1969-01-18";0
1969;1;19;-43,8;0,2;29;"1969-01-19";0
1969;1;20;-41,2;0,8;29;"1969-01-20";0
1969;1;21;-38,6;0,6;30;"1969-01-21";0
1969;1;22;-43,7;0;30;"1969-01-22";0
1969;1;23;-42,7;0;30;"1969-01-23";0
1969;1;24;-42,6;0;30;"1969-01-24";0
1969;1;25;-43,2;0;29;"1969-01-25";0
1969;1;26;-37,9;0,6;29;"1969-01-26";0
1969;1;27;-36,5;0,7;30;"1969-01-27";0
1969;1;28;-34,8;0,6;30;"1969-01-28";0
1969;1;29;-34,2;0,8;30;"1969-01-29";0
1969;1;30;-32,5;0,9;30;"1969-01-30";0
1969;1;31;-29,7;1,4;31;"1969-01-31";0
1969;2;1;-37,9;0,3;25;"1969-02-01";0
1969;2;2;-31,4;1,35;25;"1969-02-02";0
1969;2;3;-24,9;2,4;25;"1969-02-03";0
1969;2;4;-33,7;0,6;26;"1969-02-04";0
1969;2;5;-43;0;26;"1969-02-05";0
1969;2;6;-38,3;0;25;"1969-02-06";0
1969;2;7;-41;0;25;"1969-02-07";0
1969;2;8;-43,7;0;25;"1969-02-08";0
1969;2;9;-44;0;25;"1969-02-09";0
1969;2;10;-46,5;0;24;"1969-02-10";0
1969;2;11;-40,6;0,4;24;"1969-02-11";0
1969;2;12;-39,5;1,3;25;"1969-02-12";0
1969;2;13;-30,1;2,3;25;"1969-02-13";0
1969;2;14;-35,8;0;25;"1969-02-14";0
1969;2;15;-39,4;0;25;"1969-02-15";0
1969;2;16;-40,3;0;25;"1969-02-16";0
1969;2;17;-40,6;0;25;"1969-02-17";0
1969;2;18;-38,2;0;24;"1969-02-18";0
1969;2;19;-36,9;0;24;"1969-02-19";0
1969;2;20;-34,7;0;24;"1969-02-20";0
1969;2;21;-33,6;0,2;24;"1969-02-21";0
1969;2;22;-35,8;0;24;"1969-02-22";0
1969;2;23;-34,6;0;24;"1969-02-23";0
1969;2;24;-34,4;0;24;"1969-02-24";0
1969;2;25;-34,4;0;24;"1969-02-25";0
1969;2;26;-32,3;0;24;"1969-02-26";0
1969;2;27;-33,4;0;24;"1969-02-27";0
1969;2;28;-22,5;1,8;24;"1969-02-28";0
1969;3;1;-29,1;0;31;"1969-03-01";0
1969;3;2;-20,9;1,6;30;"1969-03-02";0
1969;3;3;-12;3;30;"1969-03-03";0
1969;3;4;-18,1;1,6;37;"1969-03-04";0
1969;3;5;-23,6;0,4;37;"1969-03-05";0
1969;3;6;-21,9;0,8;39;"1969-03-06";0
1969;3;7;-21,2;0,7;39;"1969-03-07";0
1969;3;8;-17,2;0,2;39;"1969-03-08";0
1969;3;9;-12,6;1,5;39;"1969-03-09";0
1969;3;10;-13,1;0;39;"1969-03-10";0
1969;3;11;-8,3;0,4;38;"1969-03-11";0
1969;3;12;-6,6;0,6;38;"1969-03-12";0
1969;3;13;-4,2;0,9;38;"1969-03-13";0
1969;3;14;-8,4;0,2;37;"1969-03-14";0
1969;3;15;-8,5;0,9;37;"1969-03-15";0
1969;3;16;-13,7;1;36;"1969-03-16";0
1969;3;17;-20,8;0,4;35;"1969-03-17";0
1969;3;18;-21,4;0;36;"1969-03-18";0
1969;3;19;-22,4;0;36;"1969-03-19";0
1969;3;20;-14;2;36;"1969-03-20";0
1969;3;21;-7;2,3;37;"1969-03-21";0
1969;3;22;-19,2;0,2;41;"1969-03-22";0
1969;3;23;-19,2;1,1;42;"1969-03-23";0
1969;3;24;-20,1;0;41;"1969-03-24";0
1969;3;25;-20;0;41;"1969-03-25";0
1969;3;26;-19,2;0,4;41;"1969-03-26";0
1969;3;27;-14,1;0,2;41;"1969-03-27";0
1969;3;28;-11,2;0,6;41;"1969-03-28";0
1969;3;29;-11;0;41;"1969-03-29";0
1969;3;30;-9,1;0,5;38;"1969-03-30";0
1969;3;31;-20,4;0;38;"1969-03-31";0
1969;4;1;-16,6;0,7;28;"1969-04-01";0
1969;4;2;-11,7;0;28;"1969-04-02";0
1969;4;3;-4,2;2;28;"1969-04-03";0
1969;4;4;-3,7;0;28;"1969-04-04";0
1969;4;5;-0,4;1,2;28;"1969-04-05";0
1969;4;6;-5,7;0,4;28;"1969-04-06";0
1969;4;7;-1,2;0,3;30;"1969-04-07";0
1969;4;8;-3,5;0,6;28;"1969-04-08";0
1969;4;9;-17,7;0,3;27;"1969-04-09";0
1969;4;10;-13,2;0;27;"1969-04-10";0
1969;4;11;-12,2;0;27;"1969-04-11";0
1969;4;12;-11,5;0;27;"1969-04-12";0
1969;4;13;-12;0;27;"1969-04-13";0
1969;4;14;-0,2;0;27;"1969-04-14";0
1969;4;15;0;0,5;23;"1969-04-15";0
1969;4;16;-6,2;0;23;"1969-04-16";0
1969;4;17;-2,1;3,4;28;"1969-04-17";0
1969;4;18;-8,2;3,6;28;"1969-04-18";0
1969;4;19;-12;0,4;29;"1969-04-19";0
1969;4;20;-11,2;0;28;"1969-04-20";0
1969;4;21;-9,9;0;27;"1969-04-21";0
1969;4;22;-10,4;0,5;27;"1969-04-22";0
1969;4;23;-11,9;0;26;"1969-04-23";0
1969;4;24;-11,1;0;26;"1969-04-24";0
1969;4;25;-8,8;4,3;36;"1969-04-25";0
1969;4;26;-4,7;0;36;"1969-04-26";0
1969;4;27;-1;0;30;"1969-04-27";0
1969;4;28;-4,8;5,2;26;"1969-04-28";0
1969;4;29;-6,2;1;26;"1969-04-29";0
1969;4;30;-11,4;0,4;26;"1969-04-30";0
1969;5;1;-11,7;0;35;"1969-05-01";0
1969;5;2;-8,9;0;35;"1969-05-02";0
1969;5;3;-5,9;0;35;"1969-05-03";0
1969;5;4;-3,8;0;34;"1969-05-04";0
1969;5;5;0;4,4;34;"1969-05-05";0
1969;5;6;-0,4;3;42;"1969-05-06";0
1969;5;7;-0,4;0;39;"1969-05-07";0
1969;5;8;0;9,2;40;"1969-05-08";0
1969;5;9;-1,9;1,2;39;"1969-05-09";0
1969;5;10;-5,2;1;39;"1969-05-10";0
1969;5;11;-3,3;0,2;40;"1969-05-11";0
1969;5;12;-0,1;0;40;"1969-05-12";0
1969;5;14;-0,2;0;34;"1969-05-14";0
1969;5;15;-0,1;0;32;"1969-05-15";0
1969;5;16;0,1;0;31;"1969-05-16";0
1969;5;17;0,4;10;20;"1969-05-17";0
1969;5;18;0,3;11,4;10;"1969-05-18";0
1969;5;19;0,3;0,3;8;"1969-05-19";0
1969;5;20;0;0;7;"1969-05-20";0
1969;5;21;-1,5;0;4;"1969-05-21";0
1969;5;22;0,2;0;3;"1969-05-22";0
1969;5;23;0,7;0;1;"1969-05-23";1
1969;10;11;-3,1;2,3;2;"1969-10-11";0
1969;10;12;-2,8;0,6;4;"1969-10-12";0
1969;10;13;-4,2;0;4;"1969-10-13";0
1969;10;14;-2,1;0,2;4;"1969-10-14";0
1969;10;15;0,1;1,7;1;"1969-10-15";0
1969;10;17;-0,7;2;2;"1969-10-17";0
1969;10;18;-4,4;1,3;6;"1969-10-18";0
1969;10;19;-7,6;0;6;"1969-10-19";0
1969;10;20;-7,4;0,3;6;"1969-10-20";0
1969;10;21;-7,8;2,6;6;"1969-10-21";0
1969;10;22;-6,4;11,3;10;"1969-10-22";0
1969;10;23;-11,4;1,8;14;"1969-10-23";0
1969;10;24;-2,3;1,4;22;"1969-10-24";0
1969;10;25;-13,5;2,1;24;"1969-10-25";0
1969;10;26;-21;0,5;25;"1969-10-26";0
1969;10;27;-19,6;0;25;"1969-10-27";0
1969;10;28;-16;1,5;26;"1969-10-28";0
1969;10;29;-13,4;0,3;25;"1969-10-29";0
1969;10;30;-16,4;0,2;25;"1969-10-30";0
1969;10;31;-15,7;0,2;25;"1969-10-31";0
1969;11;1;-10,6;0;23;"1969-11-01";0
1969;11;2;-3,2;0,2;23;"1969-11-02";0
1969;11;3;-1,6;0;19;"1969-11-03";0
1969;11;4;-0,1;0;19;"1969-11-04";0
1969;11;5;0;0,8;16;"1969-11-05";0
1969;11;6;0;2,7;9;"1969-11-06";0
1969;11;7;-6,6;1,2;7;"1969-11-07";0
1969;11;8;-10,1;0,4;9;"1969-11-08";0
1969;11;9;-10,9;5;17;"1969-11-09";0
1969;11;10;-12,3;3,5;17;"1969-11-10";0
1969;11;11;-13,7;2;17;"1969-11-11";0
1969;11;12;-20;0,4;18;"1969-11-12";0
1969;11;13;-24,8;1,8;18;"1969-11-13";0
1969;11;14;-18,1;1,4;19;"1969-11-14";0
1969;11;15;-14,2;0;17;"1969-11-15";0
1969;11;16;-9;5,6;17;"1969-11-16";0
1969;11;17;-4,4;0,7;24;"1969-11-17";0
1969;11;18;-6,5;0,8;24;"1969-11-18";0
1969;11;19;-7,7;2;24;"1969-11-19";0
1969;11;20;-7,1;2,2;25;"1969-11-20";0
1969;11;21;-10,8;0,7;29;"1969-11-21";0
1969;11;22;-6,2;0;29;"1969-11-22";0
1969;11;23;-5,9;0;27;"1969-11-23";0
1969;11;24;-6,4;0,2;27;"1969-11-24";0
1969;11;25;-6,8;2,2;25;"1969-11-25";0
1969;11;26;-7,2;1;27;"1969-11-26";0
1969;11;27;-4,4;2,5;29;"1969-11-27";0
1969;11;28;-16,8;0,2;31;"1969-11-28";0
1969;11;29;-25,4;0;31;"1969-11-29";0
1969;11;30;-17,9;0,3;31;"1969-11-30";0
1969;12;1;-4,3;0,6;23;"1969-12-01";0
1969;12;2;-4,7;5,3;23;"1969-12-02";0
1969;12;3;-9,7;0,5;28;"1969-12-03";0
1969;12;4;-22,4;0;28;"1969-12-04";0
1969;12;5;-17,2;0,9;31;"1969-12-05";0
1969;12;6;-17,2;0,3;31;"1969-12-06";0
1969;12;7;-22,1;0,2;30;"1969-12-07";0
1969;12;8;-13,6;1,3;32;"1969-12-08";0
1969;12;9;-11,2;1,6;34;"1969-12-09";0
1969;12;10;-19,1;0;34;"1969-12-10";0
1969;12;11;-15,5;0,2;34;"1969-12-11";0
1969;12;12;-23,8;0;34;"1969-12-12";0
1969;12;13;-26,3;0;34;"1969-12-13";0
1969;12;14;-22,2;0;34;"1969-12-14";0
1969;12;15;-20,8;0,8;34;"1969-12-15";0
1969;12;16;-20,2;1,15;34;"1969-12-16";0
1969;12;17;-19,6;1,5;34;"1969-12-17";0
1969;12;18;-24,7;0,9;34;"1969-12-18";0
1969;12;19;-32,6;0,6;34;"1969-12-19";0
1969;12;20;-35,3;1,7;34;"1969-12-20";0
1969;12;21;-22,4;1,8;34;"1969-12-21";0
1969;12;22;-25,8;1;36;"1969-12-22";0
1969;12;23;-38,3;0;36;"1969-12-23";0
1969;12;24;-43,6;0;36;"1969-12-24";0
1969;12;25;-33,7;0;36;"1969-12-25";0
1969;12;26;-32,1;1;36;"1969-12-26";0
1969;12;27;-24,6;1,3;38;"1969-12-27";0
1969;12;28;-23,7;0;38;"1969-12-28";0
1969;12;29;-31,6;0;38;"1969-12-29";0
1969;12;30;-32,4;0;38;"1969-12-30";0
1969;12;31;-29;0,2;38;"1969-12-31";0
1970;1;1;-32,8;0,3;38;"1970-01-01";0
1970;1;2;-28;0;38;"1970-01-02";0
1970;1;3;-20,9;0;38;"1970-01-03";0
1970;1;4;-20,5;0;38;"1970-01-04";0
1970;1;5;-20,1;0;38;"1970-01-05";0
1970;1;6;-23,5;0;38;"1970-01-06";0
1970;1;7;-16,8;2,1;38;"1970-01-07";0
1970;1;8;-15,1;3,1;42;"1970-01-08";0
1970;1;9;-9,9;0,8;38;"1970-01-09";0
1970;1;10;-17,4;0,9;38;"1970-01-10";0
1970;1;11;-32,1;0;38;"1970-01-11";0
1970;1;12;-26,1;0;38;"1970-01-12";0
1970;1;13;-18,7;0,3;36;"1970-01-13";0
1970;1;14;-17,6;0,3;35;"1970-01-14";0
1970;1;15;-13,5;0,2;35;"1970-01-15";0
1970;1;16;-18,6;1,3;35;"1970-01-16";0
1970;1;17;-31,2;0,3;34;"1970-01-17";0
1970;1;18;-15,7;4,8;39;"1970-01-18";0
1970;1;19;-21,2;1,5;39;"1970-01-19";0
1970;1;20;-24,9;0,9;34;"1970-01-20";0
1970;1;21;-33,5;0,5;34;"1970-01-21";0
1970;1;22;-30,8;0,7;35;"1970-01-22";0
1970;1;23;-40;0;35;"1970-01-23";0
1970;1;24;-34,2;0,9;35;"1970-01-24";0
1970;1;25;-33,5;0,7;35;"1970-01-25";0
1970;1;26;-40,2;0;36;"1970-01-26";0
1970;1;27;-39,9;0,2;36;"1970-01-27";0
1970;1;28;-45,6;0;36;"1970-01-28";0
1970;1;29;-31,4;1,4;36;"1970-01-29";0
1970;1;30;-30,5;2,3;36;"1970-01-30";0
1970;1;31;-42,4;0,9;36;"1970-01-31";0
1970;2;1;-28;1,4;36;"1970-02-01";0
1970;2;2;-18,5;1,4;38;"1970-02-02";0
1970;2;3;-15,6;1,4;38;"1970-02-03";0
1970;2;4;-16,5;1,6;38;"1970-02-04";0
1970;2;5;-23,6;1;40;"1970-02-05";0
1970;2;6;-31,4;6;40;"1970-02-06";0
1970;2;7;-17,8;0,2;38;"1970-02-07";0
1970;2;8;-12,4;0,7;38;"1970-02-08";0
1970;2;9;-4,9;3,1;36;"1970-02-09";0
1970;2;10;-10,1;2,7;38;"1970-02-10";0
1970;2;11;-16;7;44;"1970-02-11";0
1970;2;12;-25,9;0,7;44;"1970-02-12";0
1970;2;13;-18,5;1,6;44;"1970-02-13";0
1970;2;14;-8,4;2,9;40;"1970-02-14";0
1970;2;15;-20,3;0,8;44;"1970-02-15";0
1970;2;16;-35;0;44;"1970-02-16";0
1970;2;17;-39,4;0;43;"1970-02-17";0
1970;2;18;-38,1;0;43;"1970-02-18";0
1970;2;19;-32;0;43;"1970-02-19";0
1970;2;20;-31,5;0;43;"1970-02-20";0
1970;2;21;-30;0;43;"1970-02-21";0
1970;2;22;-28,4;0;43;"1970-02-22";0
1970;2;23;-29,2;0;43;"1970-02-23";0
1970;2;24;-21,6;0,5;43;"1970-02-24";0
1970;2;25;-24,2;0,8;43;"1970-02-25";0
1970;2;26;-24,6;0,2;43;"1970-02-26";0
1970;2;27;-27,1;0;43;"1970-02-27";0
1970;2;28;-26,8;0;43;"1970-02-28";0
1970;3;1;-26,8;0;42;"1970-03-01";0
1970;3;2;-25,8;0;42;"1970-03-02";0
1970;3;3;-24,8;0;42;"1970-03-03";0
1970;3;4;-22,2;0;42;"1970-03-04";0
1970;3;5;-25,1;0;42;"1970-03-05";0
1970;3;6;-18,7;0;42;"1970-03-06";0
1970;3;7;-23,4;0;42;"1970-03-07";0
1970;3;8;-21,2;0;42;"1970-03-08";0
1970;3;9;-20,2;0;42;"1970-03-09";0
1970;3;10;-20,2;0;42;"1970-03-10";0
1970;3;11;-20,7;0;42;"1970-03-11";0
1970;3;12;-20;0;42;"1970-03-12";0
1970;3;13;-17,5;0;42;"1970-03-13";0
1970;3;14;-16,7;0;42;"1970-03-14";0
1970;3;15;-20,8;0;42;"1970-03-15";0
1970;3;16;-23,1;0;42;"1970-03-16";0
1970;3;17;-20,4;0,2;42;"1970-03-17";0
1970;3;18;-19,7;0;42;"1970-03-18";0
1970;3;19;-14;0;42;"1970-03-19";0
1970;3;20;-5,3;0;42;"1970-03-20";0
1970;3;21;-8,1;0;42;"1970-03-21";0
1970;3;22;-7;0;42;"1970-03-22";0
1970;3;23;-3,9;0;42;"1970-03-23";0
1970;3;24;-0,1;0,8;42;"1970-03-24";0
1970;3;25;-13,9;0;42;"1970-03-25";0
1970;3;26;-17,1;0;42;"1970-03-26";0
1970;3;27;-12,4;0;42;"1970-03-27";0
1970;3;28;-5,3;0;42;"1970-03-28";0
1970;3;29;-3,4;0;41;"1970-03-29";0
1970;3;30;0;0;41;"1970-03-30";0
1970;3;31;0;0;40;"1970-03-31";0
1970;4;1;-0,1;1,4;38;"1970-04-01";0
1970;4;2;0;2,1;38;"1970-04-02";0
1970;4;3;-2,7;1,1;39;"1970-04-03";0
1970;4;4;-5,6;0,5;39;"1970-04-04";0
1970;4;5;-4,4;1,5;39;"1970-04-05";0
1970;4;6;-3;1,3;42;"1970-04-06";0
1970;4;7;-6,6;1;45;"1970-04-07";0
1970;4;8;-11,2;0;45;"1970-04-08";0
1970;4;9;-2;1,4;45;"1970-04-09";0
1970;4;10;0,2;0;44;"1970-04-10";0
1970;4;11;0,2;0;36;"1970-04-11";0
1970;4;12;0,2;2,7;31;"1970-04-12";0
1970;4;13;-2,5;0,9;28;"1970-04-13";0
1970;4;14;-9,1;0;24;"1970-04-14";0
1970;4;16;0;2,8;26;"1970-04-16";0
1970;4;17;-8,8;0,7;25;"1970-04-17";0
1970;4;18;-9,6;2,2;24;"1970-04-18";0
1970;4;19;-3,7;1,6;4;"1970-04-19";0
1970;4;20;0;2,1;27;"1970-04-20";0
1970;4;22;-12,9;12,5;22;"1970-04-22";0
1970;4;23;-13,4;0;38;"1970-04-23";0
1970;4;24;-4,2;0,3;34;"1970-04-24";0
1970;4;25;0;4,4;34;"1970-04-25";0
1970;4;26;-5,9;0;31;"1970-04-26";0
1970;4;27;-9,5;0;31;"1970-04-27";0
1970;4;28;-8,4;0;31;"1970-04-28";0
1970;4;29;-6;0;31;"1970-04-29";0
1970;4;30;-4,6;0;31;"1970-04-30";0
1970;5;1;-8;0;45;"1970-05-01";0
1970;5;2;-7,3;0;45;"1970-05-02";0
1970;5;3;-3,8;0;45;"1970-05-03";0
1970;5;4;-1,2;0;43;"1970-05-04";0
1970;5;5;-0,5;0;39;"1970-05-05";0
1970;5;6;-3,5;0;34;"1970-05-06";0
1970;5;7;-3,1;0;33;"1970-05-07";0
1970;5;8;-1,7;0,8;32;"1970-05-08";0
1970;5;9;-6,8;0;32;"1970-05-09";0
1970;5;10;-2,1;0,4;32;"1970-05-10";0
1970;5;11;-10,7;1,6;32;"1970-05-11";0
1970;5;12;-7,2;1,3;31;"1970-05-12";0
1970;5;13;-3,9;0;31;"1970-05-13";0
1970;5;14;0;0;28;"1970-05-14";0
1970;5;15;0,2;14,9;22;"1970-05-15";0
1970;5;16;0,2;1,6;21;"1970-05-16";1
1970;5;17;0,3;0,5;14;"1970-05-17";1
1970;5;18;0,6;1,4;10;"1970-05-18";1
1970;5;19;0,4;2,6;9;"1970-05-19";1
1970;5;20;0,1;1,6;9;"1970-05-20";1
1970;5;21;0,5;0;9;"1970-05-21";1
1970;5;22;0,9;0;5;"1970-05-22";1
1970;10;2;-1,6;0,4;1;"1970-10-02";0
1970;10;3;-2;4,7;3;"1970-10-03";0
1970;10;4;-7,5;1,1;3;"1970-10-04";0
1970;10;5;-5,2;1,1;4;"1970-10-05";0
1970;10;6;-3,9;0,7;4;"1970-10-06";0
1970;10;7;-4,7;1,5;4;"1970-10-07";0
1970;10;8;-5,1;1,9;5;"1970-10-08";0
1970;10;9;-4,8;1,2;8;"1970-10-09";0
1970;10;10;-7,2;0;9;"1970-10-10";0
1970;10;11;-7,9;0,3;9;"1970-10-11";0
1970;10;12;-7,2;0,5;9;"1970-10-12";0
1970;10;13;-9,2;0;9;"1970-10-13";0
1970;10;14;-7,9;0,2;10;"1970-10-14";0
1970;10;15;-5,4;5,4;10;"1970-10-15";0
1970;10;16;-10,7;0,4;16;"1970-10-16";0
1970;10;17;-9,1;2,9;16;"1970-10-17";0
1970;10;18;-0,1;2,7;18;"1970-10-18";0
1970;10;19;-2,3;7,1;21;"1970-10-19";0
1970;10;20;-6,9;0,6;22;"1970-10-20";0
1970;10;21;-11,6;0,2;20;"1970-10-21";0
1970;10;22;-15,2;0,2;20;"1970-10-22";0
1970;10;23;-8,7;0,4;21;"1970-10-23";0
1970;10;24;-1,4;1,5;20;"1970-10-24";0
1970;10;25;-1,2;6,7;18;"1970-10-25";0
1970;10;26;-7,7;0,2;18;"1970-10-26";0
1970;10;27;-1,6;0,3;18;"1970-10-27";0
1970;10;28;0;0;18;"1970-10-28";0
1970;10;29;-1,4;0;13;"1970-10-29";0
1970;10;30;-7;0;13;"1970-10-30";0
1970;10;31;-7,1;0,2;13;"1970-10-31";0
1970;11;1;-4,8;0,2;14;"1970-11-01";0
1970;11;2;0;0,4;14;"1970-11-02";0
1970;11;3;0;2,5;15;"1970-11-03";0
1970;11;4;-2,1;1,3;14;"1970-11-04";0
1970;11;5;0,1;2,6;13;"1970-11-05";0
1970;11;6;-4,2;0,4;10;"1970-11-06";0
1970;11;7;-6,8;4,2;11;"1970-11-07";0
1970;11;8;-8;2,3;13;"1970-11-08";0
1970;11;9;-9;1,9;16;"1970-11-09";0
1970;11;10;-7,4;6,1;22;"1970-11-10";0
1970;11;11;-14,9;0,7;22;"1970-11-11";0
1970;11;12;-18,8;0;20;"1970-11-12";0
1970;11;13;-10;2;20;"1970-11-13";0
1970;11;14;-7,5;3,4;22;"1970-11-14";0
1970;11;15;-14,9;0,6;22;"1970-11-15";0
1970;11;16;-30;0;15;"1970-11-16";0
1970;11;17;-32,1;0,2;15;"1970-11-17";0
1970;11;18;-31,4;0,9;15;"1970-11-18";0
1970;11;19;-20,4;0,7;15;"1970-11-19";0
1970;11;20;-12,9;5,4;18;"1970-11-20";0
1970;11;21;-11,4;2,8;24;"1970-11-21";0
1970;11;22;-19,5;0,2;27;"1970-11-22";0
1970;11;23;-24;0,8;27;"1970-11-23";0
1970;11;24;-35,4;0;27;"1970-11-24";0
1970;11;25;-38,05;0;27;"1970-11-25";0
1970;11;26;-40,7;0;27;"1970-11-26";0
1970;11;27;-34,2;0;27;"1970-11-27";0
1970;11;28;-28,8;0;27;"1970-11-28";0
1970;11;29;-14,3;2;27;"1970-11-29";0
1970;11;30;-12,6;2,6;27;"1970-11-30";0
1970;12;1;-9,5;2,85;28;"1970-12-01";0
1970;12;2;-6,4;3,1;29;"1970-12-02";0
1970;12;3;-7,2;1,2;26;"1970-12-03";0
1970;12;4;-19,8;0,2;23;"1970-12-04";0
1970;12;5;-21,6;0,2;25;"1970-12-05";0
1970;12;6;-17,5;0,2;23;"1970-12-06";0
1970;12;7;-22;0;24;"1970-12-07";0
1970;12;8;-22,4;0;24;"1970-12-08";0
1970;12;9;-22,4;0;24;"1970-12-09";0
1970;12;10;-19;0;24;"1970-12-10";0
1970;12;11;-18,4;0,9;22;"1970-12-11";0
1970;12;12;-15,3;1,1;24;"1970-12-12";0
1970;12;13;-14,5;0,5;25;"1970-12-13";0
1970;12;14;-10,1;0,9;25;"1970-12-14";0
1970;12;15;-20,6;1,5;26;"1970-12-15";0
1970;12;16;-29,1;0,8;26;"1970-12-16";0
1970;12;17;-32,8;0,5;26;"1970-12-17";0
1970;12;18;-33,9;0,2;26;"1970-12-18";0
1970;12;19;-31,8;0,3;26;"1970-12-19";0
1970;12;20;-40,9;0;26;"1970-12-20";0
1970;12;21;-43,1;0;26;"1970-12-21";0
1970;12;22;-40,2;0;26;"1970-12-22";0
1970;12;23;-29,1;0;26;"1970-12-23";0
1970;12;24;-24;0,7;26;"1970-12-24";0
1970;12;25;-21,6;0,4;26;"1970-12-25";0
1970;12;26;-16,9;2,1;25;"1970-12-26";0
1970;12;27;-23,05;1,45;25;"1970-12-27";0
1970;12;28;-29,2;0,8;25;"1970-12-28";0
1970;12;29;-23,1;2,1;26;"1970-12-29";0
1970;12;30;-17,4;1,7;26;"1970-12-30";0
1970;12;31;-28,7;0,3;26;"1970-12-31";0
1971;1;1;-41,6;0;26;"1971-01-01";0
1971;1;2;-26,2;0,4;26;"1971-01-02";0
1971;1;3;-12,4;4,9;25;"1971-01-03";0
1971;1;4;-10;2,6;28;"1971-01-04";0
1971;1;5;-24,1;0,2;28;"1971-01-05";0
1971;1;6;-14,1;1,6;28;"1971-01-06";0
1971;1;7;-17,9;0;22;"1971-01-07";0
1971;1;8;-25;1;22;"1971-01-08";0
1971;1;9;-27,7;0,8;23;"1971-01-09";0
1971;1;10;-26,9;1;23;"1971-01-10";0
1971;1;11;-33,2;0,8;23;"1971-01-11";0
1971;1;12;-23,3;1,8;23;"1971-01-12";0
1971;1;13;-16;1,4;24;"1971-01-13";0
1971;1;14;-28,8;0,7;25;"1971-01-14";0
1971;1;15;-36,6;1;27;"1971-01-15";0
1971;1;16;-31,1;0,2;27;"1971-01-16";0
1971;1;17;-22,1;1,3;27;"1971-01-17";0
1971;1;18;-39,4;0,2;25;"1971-01-18";0
1971;1;19;-28,4;2,7;25;"1971-01-19";0
1971;1;20;-16,9;2;25;"1971-01-20";0
1971;1;21;-17,3;1,1;27;"1971-01-21";0
1971;1;22;-17,2;2,4;30;"1971-01-22";0
1971;1;23;-23,2;1,5;29;"1971-01-23";0
1971;1;24;-36,8;0,9;29;"1971-01-24";0
1971;1;25;-18,1;2,8;33;"1971-01-25";0
1971;1;26;-14,35;1,7;33;"1971-01-26";0
1971;1;27;-10,6;0,6;33;"1971-01-27";0
1971;1;28;-9,7;0,6;34;"1971-01-28";0
1971;1;29;-9,2;1,1;34;"1971-01-29";0
1971;1;30;-10,1;1,2;37;"1971-01-30";0
1971;1;31;-8,7;1,15;39;"1971-01-31";0
1971;2;1;-7,3;1,1;41;"1971-02-01";0
1971;2;2;-22,9;0;41;"1971-02-02";0
1971;2;3;-31,7;0;41;"1971-02-03";0
1971;2;4;-30,4;0;41;"1971-02-04";0
1971;2;5;-29,7;0;41;"1971-02-05";0
1971;2;6;-23,7;0;41;"1971-02-06";0
1971;2;7;-24,7;0;41;"1971-02-07";0
1971;2;8;-27,4;0;41;"1971-02-08";0
1971;2;9;-28,1;0;41;"1971-02-09";0
1971;2;10;-28,9;0;41;"1971-02-10";0
1971;2;11;-31;0;41;"1971-02-11";0
1971;2;12;-25,1;0;40;"1971-02-12";0
1971;2;13;-30,9;0;40;"1971-02-13";0
1971;2;14;-34,5;0;40;"1971-02-14";0
1971;2;15;-35,7;0;40;"1971-02-15";0
1971;2;16;-36,8;0;40;"1971-02-16";0
1971;2;17;-37,7;0;40;"1971-02-17";0
1971;2;18;-39,8;0;40;"1971-02-18";0
1971;2;19;-26,2;0,6;40;"1971-02-19";0
1971;2;20;-30,2;0;40;"1971-02-20";0
1971;2;21;-37,6;0;40;"1971-02-21";0
1971;2;22;-39;0,2;40;"1971-02-22";0
1971;2;23;-38,6;0;40;"1971-02-23";0
1971;2;24;-34,4;0;40;"1971-02-24";0
1971;2;25;-30,7;0;40;"1971-02-25";0
1971;2;26;-30,3;0;39;"1971-02-26";0
1971;3;1;-30,8;0;39;"1971-03-01";0
1971;3;2;-30,8;0;39;"1971-03-02";0
1971;3;3;-30,9;0;39;"1971-03-03";0
1971;3;4;-21,7;0,7;39;"1971-03-04";0
1971;3;5;-19,6;1,1;39;"1971-03-05";0
1971;3;6;-23;0,7;39;"1971-03-06";0
1971;3;7;-13,4;1,6;40;"1971-03-07";0
1971;3;8;-17,7;0,2;40;"1971-03-08";0
1971;3;9;-15,3;0;40;"1971-03-09";0
1971;3;10;-16,3;0;40;"1971-03-10";0
1971;3;11;-15,4;0;40;"1971-03-11";0
1971;3;12;-14,5;0;40;"1971-03-12";0
1971;3;13;-15,7;0;39;"1971-03-13";0
1971;3;14;-14,3;0;39;"1971-03-14";0
1971;3;15;-32,9;0;39;"1971-03-15";0
1971;3;16;-9,7;0;38;"1971-03-16";0
1971;3;17;-5,2;0,3;38;"1971-03-17";0
1971;3;18;-4,3;7,7;45;"1971-03-18";0
1971;3;19;-11,1;1,2;47;"1971-03-19";0
1971;3;20;-18,9;0,4;50;"1971-03-20";0
1971;3;21;-12,5;2,2;50;"1971-03-21";0
