Year;Season;Tavg;Tavg_SE;Pr_sum;Sn_avg;Sn_avg_SE;Duration;start;Tavg_roll_mean;Pr_sum_roll_mean;Sn_avg_roll_mean;Duration_roll_mean;start_roll_mean
2005;Spring;-2,370760743321719;0,846703804695193;26,0;26,85365853658536750;3,30494104881001771;41;89;-2,83149206922766927;27,7600000000000;44,4008003786069452;37,6000000000000;93,0000000000000
2005;Summer;13,042342047930283;0,454231751391064;281,2;0,29354930377948280;0,03756527269392711;153;130;12,12322580412642381;204,3500000000000;0,8056646875776994;143,1000000000000;130,6000000000000
2005;Winter;-20,841777597402597;1,234537459830279;109,6;46,27597402597402265;0,76654333277288911;130;302;-19,52411947198877229;167,7500000000000;46,8869017631146505;152,2000000000000;305,8000000000000
2006;Autumn;-6,645110930735932;0,818922912248619;82,2;21,95454545454545325;2,11480941647988141;44;275;-2,67573997776043671;56,4300000000000;7,6866249610249717;34,5000000000000;274,0000000000000
2006;Spring;1,267718253968252;0,840265575998877;23,9;17,36666666666666714;2,75419954894072072;30;112;-2,69281548192608211;26,3600000000000;43,0946099024164724;36,4000000000000;93,4000000000000
2006;Summer;13,432955603293948;0,507044255396166;203,0;0,32330827067669171;0,05054531920120972;133;142;12,28365251199680230;211,4000000000000;0,8379955146453686;144,2000000000000;129,8000000000000
2006;Winter;-19,005909992023273;1,277774560927530;224,8;34,93982263513513686;1,05175614566449727;175;319;-19,81858361352295006;170,6700000000000;45,4597257609624705;152,9000000000000;308,5000000000000
2007;Autumn;-0,704555322128852;0,577007183094567;51,3;8,15672268907563058;1,42783986046665712;34;275;-2,68414422792204022;54,3500000000000;8,3766562042915087;34,0000000000000;274,2000000000000
2007;Spring;3,278366510538642;0,396337038055594;40,7;24,40983606557377072;4,06758132887882962;61;91;-2,64566848604463178;28,9800000000000;43,9355935089738523;39,6000000000000;93,1000000000000
2007;Summer;13,127612272551296;0,516291261691683;245,4;0,11521486643437863;0,02139680809908289;123;152;12,58414707258526377;219,7500000000000;0,8475170012888065;141,5000000000000;132,7000000000000
2007;Winter;-18,727258316447148;1,324340951017176;144,1;63,95100472813238923;1,11288326055901532;137;309;-19,92631159570530031;166,2500000000000;47,5079230079692536;149,8000000000000;308,2000000000000
2008;Autumn;-6,049349390919159;1,332710926420555;91,2;8,34287418008348247;0,98039613576773732;43;281;-2,99241250034728923;59,9200000000000;8,5745799859362215;35,0000000000000;276,1000000000000
2008;Spring;-1,342535128805621;0,984370812797838;67,4;44,28986587183308643;3,79515939607767550;61;84;-2,38439008403157704;31,4800000000000;43,8220269046677942;41,0000000000000;92,3000000000000
2008;Summer;12,128271183473389;0,408404521709205;311,0;1,35348964760729462;0,22250187391938001;136;145;12,50193354052609962;236,5600000000000;0,9682318197080725;142,8000000000000;133,3000000000000
2008;Winter;-16,677596413221806;1,207115446097343;162,2;53,15340308602832664;1,11213751091438873;140;324;-19,42135756181380657;167,0500000000000;48,6657745090832776;149,3000000000000;311,1000000000000
2009;Spring;-0,543257389162561;0,585783308100549;58,2;29,01293103448275801;3,23928673898306263;58;87;-2,24606876412430356;34,2500000000000;41,9144964787043079;43,4000000000000;91,4000000000000
2009;Summer;12,761650849150849;0,471138165359202;181,8;0,31993006993006995;0,04650965799685951;143;145;12,59054466860665222;241,9200000000000;0,9995054022406479;143,2000000000000;134,8000000000000
2009;Winter;-20,050252794916418;1,451017751112984;114,4;53,35520487264673761;1,04885249150039295;128;288;-19,31735541358120756;164,0600000000000;48,6362097480158582;145,5000000000000;308,9000000000000
2010;Autumn;-0,615546218487395;0,639204479162785;90,0;6,03807569539443723;0,97286172653848568;51;269;-2,83591834170822388;62,5900000000000;8,4588753603537139;36,0000000000000;276,1000000000000
2010;Spring;1,647580645161290;0,612187704755732;31,8;15,81290322580645125;2,42804289494395587;31;109;-1,85239765612991381;31,9800000000000;39,4044824534588685;41,9000000000000;93,6000000000000
